codigoinstitucion,nombreinstitucion,codigodepartinstitucion,nombredepartinstitucion,codigomunicipioinstitucion,nombremunicipioinstitucion,codigoorigeninstitucional,nombreorigeninstitucional,codigocaracteracademico,nombrecaracteracademico,codigoprograma,nombreprograma,codigodepartprograma,nombredepartprograma,codigomunicipioprograma,nombremunicipioprograma,codigoestadoprograma,nombreestadoprograma,cantidadcreditos,fechaacreditacion,codigoareaconocimiento,nombreareaconocimiento,codigometodologia,nombremetodologia,codigonbc,nombrenbc,codigonivelformacion,nombrenivelformacion,codigonivelacademico,nombrenivelacademico,codigoperiodicidad,nombreperiodicidad,cantidadperiodos,numeroresolucionacreditacion,codigotipoacreditacion,nombretipoacreditacion,aniosacreditados,nombretituloobtenido,fechacreacion,genero,departamento_origen,estrato_socioeconomico,tipo_colegio,programa_academico,edad,puntaje_saber11,promedio_acumulado,materias_reprobadas,ingreso_familiar,desertor_predicho,probabilidad_desercion
1103,UNIVERSIDAD NACIONAL DE COLOMBIA,17,Caldas,17001,Manizales,1,Oficial,4,Universidad,17,Caldas,17,Caldas,17001,Manizales,1,Activo,56,17/07/2020,6,Economía administración contaduría y afines,1,Presencial,69,Administración,2,Maestría,2,Posgrado,2,Semestral,4,13168,3,Acreditación de alta calidad,45,MAGISTER EN ADMINISTRACION,23/02/2017,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1103,UNIVERSIDAD NACIONAL DE COLOMBIA,17,Caldas,17001,Manizales,1,Oficial,4,Universidad,17,Caldas,17,Caldas,17001,Manizales,1,Activo,52,9/06/2017,8,Ingeniería arquitectura urbanismo y afines,1,Presencial,827,Ingeniería de sistemas telemática y afines,2,Maestría,2,Posgrado,2,Semestral,4,11707,2,Registro calificado,7,MAGÍSTER EN ADMINISTRACION DE SISTEMAS INFORMATICOS,13/05/2015,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1103,UNIVERSIDAD NACIONAL DE COLOMBIA,17,Caldas,17001,Manizales,1,Oficial,4,Universidad,17,Caldas,17,Caldas,17001,Manizales,1,Activo,52,3/07/2015,8,Ingeniería arquitectura urbanismo y afines,1,Presencial,818,Arquitectura,2,Maestría,2,Posgrado,2,Semestral,4,9631,2,Registro calificado,7,MAGISTER EN ARQUITECTURA,15/07/2019,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1103,UNIVERSIDAD NACIONAL DE COLOMBIA,17,Caldas,17001,Manizales,1,Oficial,4,Universidad,17,Caldas,17,Caldas,17001,Manizales,1,Activo,70,11/11/2020,9,Matemáticas y ciencias naturales,1,Presencial,937,Matemáticas estadística y afines,2,Maestría,2,Posgrado,2,Semestral,4,21311,3,Acreditación de alta calidad,8,MAGISTER EN  CIENCIAS - MATEMÁTICA APLICADA,17/07/2018,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1103,UNIVERSIDAD NACIONAL DE COLOMBIA,17,Caldas,17001,Manizales,1,Oficial,4,Universidad,17,Caldas,17,Caldas,17001,Manizales,1,Activo,NA,9/06/2017,9,Matemáticas y ciencias naturales,1,Presencial,935,Física,2,Maestría,2,Posgrado,2,Semestral,4,11711,3,Acreditación de alta calidad,6,MAGISTER EN CIENCIAS - FISICA,19/08/2016,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1103,UNIVERSIDAD NACIONAL DE COLOMBIA,17,Caldas,17001,Manizales,1,Oficial,4,Universidad,17,Caldas,17,Caldas,17001,Manizales,1,Activo,52,8/08/2013,3,Ciencias de la educación,1,Presencial,313,Educación,2,Maestría,2,Posgrado,2,Semestral,4,10535,3,Acreditación de alta calidad,4,MAGÍSTER EN ENSEÑANZA DE LAS CIENCIAS EXACTAS Y NATURALES,30/04/2021,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1103,UNIVERSIDAD NACIONAL DE COLOMBIA,17,Caldas,17001,Manizales,1,Oficial,4,Universidad,17,Caldas,17,Caldas,17001,Manizales,2,Inactivo,NA,3/07/2015,9,Matemáticas y ciencias naturales,1,Presencial,935,Física,2,Maestría,2,Posgrado,2,Semestral,4,9631,4,n/a,NA,MAGISTER EN CIENCIAS - FISICA,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1103,UNIVERSIDAD NACIONAL DE COLOMBIA,17,Caldas,17001,Manizales,1,Oficial,4,Universidad,17,Caldas,17,Caldas,17001,Manizales,1,Activo,54,10/12/2012,6,Economía administración contaduría y afines,1,Presencial,69,Administración,2,Maestría,2,Posgrado,2,Semestral,4,16034,2,Registro calificado,7,MAGÍSTER EN GESTIÓN CULTURAL,19/06/2018,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1103,UNIVERSIDAD NACIONAL DE COLOMBIA,17,Caldas,17001,Manizales,1,Oficial,4,Universidad,17,Caldas,17,Caldas,17001,Manizales,1,Activo,56,6/08/2010,8,Ingeniería arquitectura urbanismo y afines,1,Presencial,818,Arquitectura,2,Maestría,2,Posgrado,2,Semestral,4,6817,4,n/a,NA,MAGISTER EN HABITAT,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1103,UNIVERSIDAD NACIONAL DE COLOMBIA,17,Caldas,17001,Manizales,1,Oficial,4,Universidad,17,Caldas,17,Caldas,17001,Manizales,1,Activo,52,3/07/2015,8,Ingeniería arquitectura urbanismo y afines,1,Presencial,829,Ingeniería electrónica telecomunicaciones y afines,2,Maestría,2,Posgrado,2,Semestral,4,9630,3,Acreditación de alta calidad,8,MAGISTER EN INGENIERIA - AUTOMATIZACION INDUSTRIAL,27/12/2019,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1103,UNIVERSIDAD NACIONAL DE COLOMBIA,17,Caldas,17001,Manizales,1,Oficial,4,Universidad,17,Caldas,17,Caldas,17001,Manizales,1,Activo,52,9/06/2017,8,Ingeniería arquitectura urbanismo y afines,1,Presencial,825,Ingeniería civil y afines,2,Maestría,2,Posgrado,2,Semestral,4,11709,2,Registro calificado,7,MAGÍSTER EN INGENIERÍA - ESTRUCTURAS,5/08/2014,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1103,UNIVERSIDAD NACIONAL DE COLOMBIA,17,Caldas,17001,Manizales,1,Oficial,4,Universidad,17,Caldas,17,Caldas,17001,Manizales,1,Activo,52,9/06/2017,8,Ingeniería arquitectura urbanismo y afines,1,Presencial,825,Ingeniería civil y afines,2,Maestría,2,Posgrado,2,Semestral,4,11711,2,Registro calificado,7,MAGISTER EN INGENIERIA - INFRAESTRUCTURA Y SISTEMAS DE TRANSPORTE,5/08/2014,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1103,UNIVERSIDAD NACIONAL DE COLOMBIA,17,Caldas,17001,Manizales,1,Oficial,4,Universidad,17,Caldas,17,Caldas,17001,Manizales,1,Activo,52,27/12/2019,8,Ingeniería arquitectura urbanismo y afines,1,Presencial,832,Ingeniería química y afines,2,Maestría,2,Posgrado,2,Semestral,4,17327,2,Registro calificado,8,MAGÍSTER EN INGENIERÍA - INGENIERÍA AMBIENTAL,14/03/2014,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1103,UNIVERSIDAD NACIONAL DE COLOMBIA,17,Caldas,17001,Manizales,1,Oficial,4,Universidad,17,Caldas,17,Caldas,17001,Manizales,1,Activo,52,28/01/2014,8,Ingeniería arquitectura urbanismo y afines,1,Presencial,828,Ingeniería eléctrica y afines,2,Maestría,2,Posgrado,2,Semestral,4,1088,2,Registro calificado,7,MAGISTER EN INGENIERÍA - INGENIERÍA ELÉCTRICA,14/02/2012,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1103,UNIVERSIDAD NACIONAL DE COLOMBIA,17,Caldas,17001,Manizales,1,Oficial,4,Universidad,17,Caldas,17,Caldas,17001,Manizales,1,Activo,52,9/06/2017,9,Matemáticas y ciencias naturales,1,Presencial,939,Química y afines,2,Maestría,2,Posgrado,2,Semestral,4,11726,3,Acreditación de alta calidad,6,MAGISTER EN INGENIERÍA - INGENIERÍA QUÍMICA,9/03/2018,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1103,UNIVERSIDAD NACIONAL DE COLOMBIA,17,Caldas,17001,Manizales,1,Oficial,4,Universidad,17,Caldas,17,Caldas,17001,Manizales,1,Activo,52,9/06/2017,8,Ingeniería arquitectura urbanismo y afines,1,Presencial,820,Ingeniería ambiental sanitaria y afines,2,Maestría,2,Posgrado,2,Semestral,4,11710,2,Registro calificado,7,MAGÍSTER EN INGENIERÍA - RECURSOS HIDRÁULICOS,8/04/2015,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1103,UNIVERSIDAD NACIONAL DE COLOMBIA,17,Caldas,17001,Manizales,1,Oficial,4,Universidad,17,Caldas,17,Caldas,17001,Manizales,1,Activo,NA,1/03/2016,8,Ingeniería arquitectura urbanismo y afines,1,Presencial,830,Ingeniería industrial y afines,2,Maestría,2,Posgrado,2,Semestral,4,3976,2,Registro calificado,7,MAEGISTER  EN INGENIERIA INDUSTRIAL,24/07/2014,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1103,UNIVERSIDAD NACIONAL DE COLOMBIA,17,Caldas,17001,Manizales,1,Oficial,4,Universidad,17,Caldas,17,Caldas,17001,Manizales,1,Activo,54,9/06/2017,8,Ingeniería arquitectura urbanismo y afines,1,Presencial,820,Ingeniería ambiental sanitaria y afines,2,Maestría,2,Posgrado,2,Semestral,4,11720,4,n/a,NA,MAGISTER EN MEDIO AMBIENTE Y DESARROLLO,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1103,UNIVERSIDAD NACIONAL DE COLOMBIA,17,Caldas,17001,Manizales,1,Oficial,4,Universidad,17,Caldas,17,Caldas,17001,Manizales,1,Activo,140,9/06/2017,9,Matemáticas y ciencias naturales,1,Presencial,937,Matemáticas estadística y afines,6,Universitaria,1,Pregrado,2,Semestral,9,11720,3,Acreditación de alta calidad,45,MATEMATICO(A),16/01/2017,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1104,UNIVERSIDAD NACIONAL DE COLOMBIA,76,Valle del Cauca,76520,Palmira,1,Oficial,4,Universidad,76,Valle del Cauca,76,Valle del Cauca,76520,Palmira,1,Activo,166,9/06/2017,6,Economía administración contaduría y afines,1,Presencial,69,Administración,6,Universitaria,1,Pregrado,2,Semestral,10,11709,3,Acreditación de alta calidad,8,ADMINISTRADOR(A) DE EMPRESAS,30/04/2021,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1104,UNIVERSIDAD NACIONAL DE COLOMBIA,76,Valle del Cauca,76520,Palmira,1,Oficial,4,Universidad,76,Valle del Cauca,76,Valle del Cauca,76520,Palmira,1,Activo,169,21/10/2005,2,Bellas artes,1,Presencial,27,Diseño,6,Universitaria,1,Pregrado,2,Semestral,10,4832,3,Acreditación de alta calidad,6,DISEÑADOR(A) INDUSTRIAL,6/09/2012,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1104,UNIVERSIDAD NACIONAL DE COLOMBIA,76,Valle del Cauca,76520,Palmira,1,Oficial,4,Universidad,76,Valle del Cauca,76,Valle del Cauca,76520,Palmira,1,Activo,120,1/03/2016,1,Agronomía veterinaria y afines,1,Presencial,11,Agronomía,3,Doctorado,2,Posgrado,2,Semestral,8,3976,2,Registro calificado,7,DOCTOR EN AGROECOLOGÍA,24/07/2014,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1104,UNIVERSIDAD NACIONAL DE COLOMBIA,76,Valle del Cauca,76520,Palmira,1,Oficial,4,Universidad,76,Valle del Cauca,76,Valle del Cauca,76520,Palmira,1,Activo,110,9/06/2017,8,Ingeniería arquitectura urbanismo y afines,1,Presencial,823,Ingeniería agroindustrial alimentos y afines,3,Doctorado,2,Posgrado,2,Semestral,8,11732,4,n/a,NA,DOCTOR EN CIENCIA Y TECNOLOGÍA DE ALIMENTOS,22/06/2017,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1104,UNIVERSIDAD NACIONAL DE COLOMBIA,76,Valle del Cauca,76520,Palmira,1,Oficial,4,Universidad,76,Valle del Cauca,76,Valle del Cauca,76520,Palmira,1,Activo,150,9/06/2017,1,Agronomía veterinaria y afines,1,Presencial,11,Agronomía,3,Doctorado,2,Posgrado,2,Semestral,8,11726,3,Acreditación de alta calidad,10,DOCTOR EN CIENCIAS AGRARIAS,8/02/2017,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1104,UNIVERSIDAD NACIONAL DE COLOMBIA,76,Valle del Cauca,76520,Palmira,1,Oficial,4,Universidad,No especifica,No especifica,No especifica,No especifica,No especifica,No especifica,1,Activo,150,9/06/2017,1,Agronomía veterinaria y afines,1,Presencial,11,Agronomía,3,Doctorado,2,Posgrado,2,Semestral,8,11707,4,n/a,NA,DOCTOR EN CIENCIAS AGROPECUARIAS AREA AGRARIA,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1104,UNIVERSIDAD NACIONAL DE COLOMBIA,76,Valle del Cauca,76520,Palmira,1,Oficial,4,Universidad,76,Valle del Cauca,76,Valle del Cauca,76520,Palmira,2,Inactivo,150,30/04/2021,1,Agronomía veterinaria y afines,1,Presencial,11,Agronomía,3,Doctorado,2,Posgrado,2,Semestral,8,7430,4,n/a,NA,DOCTOR EN CIENCIAS AGROPECUARIAS AREA AGRARIA,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1104,UNIVERSIDAD NACIONAL DE COLOMBIA,76,Valle del Cauca,76520,Palmira,1,Oficial,4,Universidad,76,Valle del Cauca,76,Valle del Cauca,76520,Palmira,2,Inactivo,NA,26/05/2014,1,Agronomía veterinaria y afines,1,Presencial,11,Agronomía,1,Especialización universitaria,2,Posgrado,2,Semestral,3,7732,4,n/a,NA,ESPECIALISTA EN AGROECOLOGIA,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1104,UNIVERSIDAD NACIONAL DE COLOMBIA,76,Valle del Cauca,76520,Palmira,1,Oficial,4,Universidad,76,Valle del Cauca,76,Valle del Cauca,76520,Palmira,2,Inactivo,NA,21/02/2018,9,Matemáticas y ciencias naturales,1,Presencial,934,Biología microbiología y afines,1,Especialización universitaria,2,Posgrado,2,Semestral,3,2905,4,n/a,NA,ESPECIALISTA EN BIOTECNOLOGIA,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1104,UNIVERSIDAD NACIONAL DE COLOMBIA,76,Valle del Cauca,76520,Palmira,1,Oficial,4,Universidad,76,Valle del Cauca,76,Valle del Cauca,76520,Palmira,2,Inactivo,27,26/01/2015,3,Ciencias de la educación,1,Presencial,313,Educación,1,Especialización universitaria,2,Posgrado,2,Semestral,2,1043,4,n/a,NA,ESPECIALISTA EN EDUCACION SOCIAL Y AMBITOS ACADEMICOS,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1104,UNIVERSIDAD NACIONAL DE COLOMBIA,76,Valle del Cauca,76520,Palmira,1,Oficial,4,Universidad,76,Valle del Cauca,76,Valle del Cauca,76520,Palmira,2,Inactivo,35,5/07/2012,4,Ciencias de la salud,1,Presencial,450,Salud pública,1,Especialización universitaria,2,Posgrado,2,Semestral,2,7446,2,Registro calificado,7,ESPECIALISTA EN ERGONOMÍA,23/08/2010,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1104,UNIVERSIDAD NACIONAL DE COLOMBIA,76,Valle del Cauca,76520,Palmira,1,Oficial,4,Universidad,76,Valle del Cauca,76,Valle del Cauca,76520,Palmira,2,Inactivo,31,5/08/2014,1,Agronomía veterinaria y afines,1,Presencial,11,Agronomía,1,Especialización universitaria,2,Posgrado,2,Semestral,2,12513,4,n/a,NA,ESPECIALISTA EN FRUTALES TROPICALES,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1104,UNIVERSIDAD NACIONAL DE COLOMBIA,76,Valle del Cauca,76520,Palmira,1,Oficial,4,Universidad,76,Valle del Cauca,76,Valle del Cauca,76520,Palmira,1,Activo,36,5/03/2020,1,Agronomía veterinaria y afines,1,Presencial,11,Agronomía,1,Especialización universitaria,2,Posgrado,2,Semestral,2,3243,2,Registro calificado,7,ESPECIALISTA EN FRUTALES TROPICALES,12/12/2016,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1104,UNIVERSIDAD NACIONAL DE COLOMBIA,76,Valle del Cauca,76520,Palmira,1,Oficial,4,Universidad,76,Valle del Cauca,76,Valle del Cauca,76520,Palmira,2,Inactivo,NA,12/04/2018,8,Ingeniería arquitectura urbanismo y afines,1,Presencial,822,Ingeniería agrícola forestal y afines,1,Especialización universitaria,2,Posgrado,2,Semestral,3,6378,4,n/a,NA,ESPECIALISTA EN MANEJO Y CONSERVACION DE SUELOS Y AGUAS,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1104,UNIVERSIDAD NACIONAL DE COLOMBIA,76,Valle del Cauca,76520,Palmira,1,Oficial,4,Universidad,76,Valle del Cauca,76,Valle del Cauca,76520,Palmira,2,Inactivo,NA,23/10/2012,8,Ingeniería arquitectura urbanismo y afines,1,Presencial,822,Ingeniería agrícola forestal y afines,1,Especialización universitaria,2,Posgrado,2,Semestral,3,13484,4,n/a,NA,ESPECIALISTA EN RIEGOS,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1104,UNIVERSIDAD NACIONAL DE COLOMBIA,76,Valle del Cauca,76520,Palmira,1,Oficial,4,Universidad,76,Valle del Cauca,76,Valle del Cauca,76520,Palmira,2,Inactivo,NA,9/03/2018,1,Agronomía veterinaria y afines,1,Presencial,11,Agronomía,1,Especialización universitaria,2,Posgrado,2,Semestral,3,3969,4,n/a,NA,ESPECIALISTA EN TECNOLOGIA DE SEMILLAS,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1113,UNIVERSIDAD DE CORDOBA,23,Córdoba,23001,Montería,1,Oficial,4,Universidad,23,Córdoba,23,Córdoba,23001,Montería,2,Inactivo,NA,8/06/2018,3,Ciencias de la educación,1,Presencial,313,Educación,6,Universitaria,1,Pregrado,2,Semestral,10,9438,4,n/a,NA,LICENCIADO EN BIOLOGIA Y QUIMICA,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1104,UNIVERSIDAD NACIONAL DE COLOMBIA,76,Valle del Cauca,76520,Palmira,1,Oficial,4,Universidad,76,Valle del Cauca,76,Valle del Cauca,76520,Palmira,1,Activo,173,1/06/2012,8,Ingeniería arquitectura urbanismo y afines,1,Presencial,822,Ingeniería agrícola forestal y afines,6,Universitaria,1,Pregrado,2,Semestral,10,6021,3,Acreditación de alta calidad,8,INGENIERO(A) AGRICOLA,24/04/2014,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1104,UNIVERSIDAD NACIONAL DE COLOMBIA,76,Valle del Cauca,76520,Palmira,1,Oficial,4,Universidad,76,Valle del Cauca,76,Valle del Cauca,76520,Palmira,1,Activo,NA,27/12/2019,8,Ingeniería arquitectura urbanismo y afines,1,Presencial,823,Ingeniería agroindustrial alimentos y afines,6,Universitaria,1,Pregrado,2,Semestral,10,17328,3,Acreditación de alta calidad,6,INGENIERO (A) AGROINDUSTRIAL,30/09/2015,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1104,UNIVERSIDAD NACIONAL DE COLOMBIA,76,Valle del Cauca,76520,Palmira,1,Oficial,4,Universidad,76,Valle del Cauca,76,Valle del Cauca,76520,Palmira,1,Activo,172,23/02/2017,8,Ingeniería arquitectura urbanismo y afines,1,Presencial,824,Ingeniería agronómica pecuaria y afines,6,Universitaria,1,Pregrado,2,Semestral,10,2558,3,Acreditación de alta calidad,10,INGENIERO (A) AGRONOMO (A),22/05/2013,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1104,UNIVERSIDAD NACIONAL DE COLOMBIA,76,Valle del Cauca,76520,Palmira,1,Oficial,4,Universidad,76,Valle del Cauca,76,Valle del Cauca,76520,Palmira,1,Activo,171,11/07/2016,8,Ingeniería arquitectura urbanismo y afines,1,Presencial,820,Ingeniería ambiental sanitaria y afines,6,Universitaria,1,Pregrado,2,Semestral,10,14009,3,Acreditación de alta calidad,8,INGENIERO(A) AMBIENTAL,11/12/2018,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1104,UNIVERSIDAD NACIONAL DE COLOMBIA,76,Valle del Cauca,76520,Palmira,1,Oficial,4,Universidad,76,Valle del Cauca,76,Valle del Cauca,76520,Palmira,1,Activo,56,30/04/2021,6,Economía administración contaduría y afines,1,Presencial,69,Administración,2,Maestría,2,Posgrado,2,Semestral,4,7431,2,Registro calificado,20,MAGÍSTER EN ADMINISTRACIÓN,29/06/2012,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1104,UNIVERSIDAD NACIONAL DE COLOMBIA,76,Valle del Cauca,76520,Palmira,1,Oficial,4,Universidad,76,Valle del Cauca,76,Valle del Cauca,76520,Palmira,1,Activo,75,10/11/2017,1,Agronomía veterinaria y afines,1,Presencial,11,Agronomía,2,Maestría,2,Posgrado,2,Semestral,4,24505,3,Acreditación de alta calidad,10,MAGISTER EN CIENCIAS AGRARIAS,12/02/2013,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1104,UNIVERSIDAD NACIONAL DE COLOMBIA,76,Valle del Cauca,76520,Palmira,1,Oficial,4,Universidad,76,Valle del Cauca,76,Valle del Cauca,76520,Palmira,1,Activo,75,13/02/2018,9,Matemáticas y ciencias naturales,1,Presencial,934,Biología microbiología y afines,2,Maestría,2,Posgrado,2,Semestral,4,2157,2,Registro calificado,7,MAGÍSTER EN CIENCIAS BIOLÓGICAS,14/01/2016,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1104,UNIVERSIDAD NACIONAL DE COLOMBIA,76,Valle del Cauca,76520,Palmira,1,Oficial,4,Universidad,No especifica,No especifica,No especifica,No especifica,No especifica,No especifica,1,Activo,82,28/05/2007,9,Matemáticas y ciencias naturales,1,Presencial,934,Biología microbiología y afines,2,Maestría,2,Posgrado,2,Semestral,4,2781,4,n/a,NA,MAEGISTER EN CIENCIAS BIOLÓGICAS,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1104,UNIVERSIDAD NACIONAL DE COLOMBIA,76,Valle del Cauca,76520,Palmira,1,Oficial,4,Universidad,76,Valle del Cauca,76,Valle del Cauca,76520,Palmira,2,Inactivo,75,17/07/2020,9,Matemáticas y ciencias naturales,1,Presencial,934,Biología microbiología y afines,2,Maestría,2,Posgrado,2,Semestral,4,13169,2,Registro calificado,7,MAGÍSTER EN CIENCIAS CON ÉNFASIS EN RECURSOS FITOGENÉTICOS NEOTROPICALES,14/01/2016,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1104,UNIVERSIDAD NACIONAL DE COLOMBIA,76,Valle del Cauca,76520,Palmira,1,Oficial,4,Universidad,76,Valle del Cauca,76,Valle del Cauca,76520,Palmira,1,Activo,52,29/11/2013,9,Matemáticas y ciencias naturales,1,Presencial,937,Matemáticas estadística y afines,2,Maestría,2,Posgrado,2,Semestral,4,17306,4,n/a,NA,MAGÍSTER EN ENSEÑANZA DE LAS CIENCIAS EXACTAS Y NATURALES,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1104,UNIVERSIDAD NACIONAL DE COLOMBIA,76,Valle del Cauca,76520,Palmira,1,Oficial,4,Universidad,76,Valle del Cauca,76,Valle del Cauca,76520,Palmira,1,Activo,52,5/04/2013,6,Economía administración contaduría y afines,1,Presencial,69,Administración,2,Maestría,2,Posgrado,2,Semestral,4,3242,4,n/a,NA,MAGÍSTER EN GESTIÓN Y DESARROLLO RURAL,25/05/2018,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1104,UNIVERSIDAD NACIONAL DE COLOMBIA,76,Valle del Cauca,76520,Palmira,1,Oficial,4,Universidad,76,Valle del Cauca,76,Valle del Cauca,76520,Palmira,1,Activo,52,28/09/2020,8,Ingeniería arquitectura urbanismo y afines,1,Presencial,823,Ingeniería agroindustrial alimentos y afines,2,Maestría,2,Posgrado,2,Semestral,4,18038,2,Registro calificado,7,MAGÍSTER EN INGENIERÍA AGROINDUSTRIAL,23/08/2010,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
