codigoinstitucion,nombreinstitucion,codigodepartinstitucion,nombredepartinstitucion,codigomunicipioinstitucion,nombremunicipioinstitucion,codigoorigeninstitucional,nombreorigeninstitucional,codigocaracteracademico,nombrecaracteracademico,codigoprograma,nombreprograma,codigodepartprograma,nombredepartprograma,codigomunicipioprograma,nombremunicipioprograma,codigoestadoprograma,nombreestadoprograma,cantidadcreditos,fechaacreditacion,codigoareaconocimiento,nombreareaconocimiento,codigometodologia,nombremetodologia,codigonbc,nombrenbc,codigonivelformacion,nombrenivelformacion,codigonivelacademico,nombrenivelacademico,codigoperiodicidad,nombreperiodicidad,cantidadperiodos,numeroresolucionacreditacion,codigotipoacreditacion,nombretipoacreditacion,aniosacreditados,nombretituloobtenido,fechacreacion,genero,departamento_origen,estrato_socioeconomico,tipo_colegio,programa_academico,edad,puntaje_saber11,promedio_acumulado,materias_reprobadas,ingreso_familiar,desertor_predicho,probabilidad_desercion
1101,UNIVERSIDAD NACIONAL DE COLOMBIA,11,Bogotá D.C.,11001,Bogotá D.C.,1,Oficial,4,Universidad,11,Bogotá D.C.,11,Bogotá D.C.,11001,Bogotá D.C.,1,Activo,166,28/09/2012,2,Bellas artes,1,Presencial,24,Artes plásticas visuales y afines,6,Universitaria,1,Pregrado,2,Semestral,10,12325,3,Acreditación de alta calidad,6,MAESTRO EN ARTES PLASTICAS,28/09/2012,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1115,UNIVERSIDAD DE LA AMAZONIA,18,Caquetá,18001,Florencia,1,Oficial,4,Universidad,86,Putumayo,86,Putumayo,86001,Mocoa,2,Inactivo,NA,30/09/2015,6,Economía administración contaduría y afines,1,Presencial,612,Contaduría pública,6,Universitaria,1,Pregrado,2,Semestral,10,16187,4,n/a,NA,CONTADOR PUBLICO,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1826,UNIVERSIDAD ANTONIO NARIÑO,11,Bogotá D.C.,11001,Bogotá D.C.,2,Privado,4,Universidad,91,Amazonas,91,Amazonas,91001,Leticia,2,Inactivo,NA,NA,3,Ciencias de la educación,1,Presencial,313,Educación,1,Especialización universitaria,2,Posgrado,2,Semestral,3,NA,4,n/a,NA,ESPECIALISTA EN COMPUTACION PARA LA DOCENCIA,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1115,UNIVERSIDAD DE LA AMAZONIA,18,Caquetá,18001,Florencia,1,Oficial,4,Universidad,95,Guaviare,95,Guaviare,95001,San José del Guaviare,2,Inactivo,NA,29/03/2016,6,Economía administración contaduría y afines,1,Presencial,612,Contaduría pública,6,Universitaria,1,Pregrado,2,Semestral,10,5548,3,Acreditación previa,2,CONTADOR PUBLICO,16/11/2004,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1115,UNIVERSIDAD DE LA AMAZONIA,18,Caquetá,18001,Florencia,1,Oficial,4,Universidad,91,Amazonas,91,Amazonas,91001,Leticia,2,Inactivo,NA,3/02/2017,6,Economía administración contaduría y afines,1,Presencial,612,Contaduría pública,6,Universitaria,1,Pregrado,2,Semestral,10,1451,4,n/a,NA,CONTADOR PUBLICO,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1115,UNIVERSIDAD DE LA AMAZONIA,18,Caquetá,18001,Florencia,1,Oficial,4,Universidad,86,Putumayo,86,Putumayo,86568,Puerto Asís,2,Inactivo,NA,21/02/2018,6,Economía administración contaduría y afines,1,Presencial,612,Contaduría pública,6,Universitaria,1,Pregrado,2,Semestral,10,2906,4,n/a,NA,CONTADOR PUBLICO,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1115,UNIVERSIDAD DE LA AMAZONIA,18,Caquetá,18001,Florencia,1,Oficial,4,Universidad,18,Caquetá,18,Caquetá,18001,Florencia,1,Activo,150,30/09/2015,5,Ciencias sociales y humanas,1,Presencial,559,Derecho y afines,6,Universitaria,1,Pregrado,2,Semestral,10,16195,2,Registro calificado,7,ABOGADO,18/12/2019,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
2719,UNIVERSIDAD CATÓLICA LUIS AMIGÓ,5,Antioquia,5001,Medellín,2,Privado,4,Universidad,5,Antioquia,5,Antioquia,5001,Medellín,2,Inactivo,NA,NA,5,Ciencias sociales y humanas,1,Presencial,568,Filosofía teología y afines,1,Especialización universitaria,2,Posgrado,2,Semestral,2,NA,4,n/a,NA,ESPECIALISTA EN ETICA,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1201,UNIVERSIDAD DE ANTIOQUIA,5,Antioquia,5001,Medellín,1,Oficial,4,Universidad,5,Antioquia,5,Antioquia,5001,Medellín,1,Activo,63,NA,4,Ciencias de la salud,1,Presencial,445,Medicina,4,Formación técnica profesional,1,Pregrado,2,Semestral,3,NA,2,Registro calificado,7,TECNICO PROFESIONAL EN ATENCIÓN PREHOSPITALARIA,7/09/2015,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
2719,UNIVERSIDAD CATÓLICA LUIS AMIGÓ,5,Antioquia,5001,Medellín,2,Privado,4,Universidad,5,Antioquia,5,Antioquia,5001,Medellín,2,Inactivo,NA,NA,5,Ciencias sociales y humanas,1,Presencial,568,Filosofía teología y afines,1,Especialización universitaria,2,Posgrado,2,Semestral,2,NA,4,n/a,NA,ESPECIALISTA EN ETICA,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
2719,UNIVERSIDAD CATÓLICA LUIS AMIGÓ,5,Antioquia,5001,Medellín,2,Privado,4,Universidad,68,Santander,68,Santander,68001,Bucaramanga,2,Inactivo,NA,NA,5,Ciencias sociales y humanas,1,Presencial,566,Psicología,1,Especialización universitaria,2,Posgrado,2,Semestral,3,NA,4,n/a,NA,ESPECIALISTA EN FARMACODEPENDENCIA,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
2719,UNIVERSIDAD CATÓLICA LUIS AMIGÓ,5,Antioquia,5001,Medellín,2,Privado,4,Universidad,23,Córdoba,23,Córdoba,23162,Cereté,2,Inactivo,NA,NA,5,Ciencias sociales y humanas,1,Presencial,566,Psicología,1,Especialización universitaria,2,Posgrado,2,Semestral,3,NA,4,n/a,NA,ESPECIALISTA  EN  FARMACODEPENDENCIA,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
2719,UNIVERSIDAD CATÓLICA LUIS AMIGÓ,5,Antioquia,5001,Medellín,2,Privado,4,Universidad,17,Caldas,17,Caldas,17001,Manizales,2,Inactivo,NA,NA,5,Ciencias sociales y humanas,1,Presencial,566,Psicología,1,Especialización universitaria,2,Posgrado,2,Semestral,3,NA,4,n/a,NA,ESPECIALISTA EN FARMACODEPENDENCIA,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1201,UNIVERSIDAD DE ANTIOQUIA,5,Antioquia,5001,Medellín,1,Oficial,4,Universidad,5,Antioquia,5,Antioquia,5034,Andes,1,Activo,63,NA,4,Ciencias de la salud,1,Presencial,450,Salud pública,4,Formación técnica profesional,1,Pregrado,2,Semestral,3,NA,2,Registro calificado,7,TÉCNICO PROFESIONAL EN ATENCIÓN PREHOSPITALARIA,26/05/2015,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
2719,UNIVERSIDAD CATÓLICA LUIS AMIGÓ,5,Antioquia,5001,Medellín,2,Privado,4,Universidad,11,Bogotá D.C.,11,Bogotá D.C.,11001,Bogotá D.C.,2,Inactivo,NA,NA,5,Ciencias sociales y humanas,1,Presencial,566,Psicología,1,Especialización universitaria,2,Posgrado,2,Semestral,3,NA,4,n/a,NA,ESPECIALISTA EN FARMACODEPENDENCIA,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
2719,UNIVERSIDAD CATÓLICA LUIS AMIGÓ,5,Antioquia,5001,Medellín,2,Privado,4,Universidad,13,Bolívar,13,Bolívar,13001,Cartagena de Indias,2,Inactivo,NA,NA,5,Ciencias sociales y humanas,1,Presencial,566,Psicología,1,Especialización universitaria,2,Posgrado,2,Semestral,3,NA,4,n/a,NA,ESPECIALISTA EN FARMACODEPENDENCIA,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1101,UNIVERSIDAD NACIONAL DE COLOMBIA,11,Bogotá D.C.,11001,Bogotá D.C.,1,Oficial,4,Universidad,11,Bogotá D.C.,11,Bogotá D.C.,11001,Bogotá D.C.,1,Activo,163,10/12/2012,9,Matemáticas y ciencias naturales,1,Presencial,934,Biología microbiología y afines,6,Universitaria,1,Pregrado,2,Semestral,10,16035,3,Acreditación de alta calidad,85,BIOLOGO(A),10/12/2012,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
2719,UNIVERSIDAD CATÓLICA LUIS AMIGÓ,5,Antioquia,5001,Medellín,2,Privado,4,Universidad,66,Risaralda,66,Risaralda,66001,Pereira,2,Inactivo,NA,NA,5,Ciencias sociales y humanas,1,Presencial,566,Psicología,1,Especialización universitaria,2,Posgrado,2,Semestral,3,NA,4,n/a,NA,ESPECIALISTA EN FARMACODEPENDENCIA,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1201,UNIVERSIDAD DE ANTIOQUIA,5,Antioquia,5001,Medellín,1,Oficial,4,Universidad,5,Antioquia,5,Antioquia,5887,Yarumal,1,Activo,63,NA,4,Ciencias de la salud,1,Presencial,450,Salud pública,4,Formación técnica profesional,1,Pregrado,2,Semestral,3,NA,2,Registro calificado,7,TÉCNICO PROFESIONAL EN ATENCIÓN PREHOSPITALARIA,26/05/2015,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1101,UNIVERSIDAD NACIONAL DE COLOMBIA,11,Bogotá D.C.,11001,Bogotá D.C.,1,Oficial,4,Universidad,11,Bogotá D.C.,11,Bogotá D.C.,11001,Bogotá D.C.,1,Activo,126,1/03/2016,5,Ciencias sociales y humanas,1,Presencial,556,Ciencia política relaciones internacionales,6,Universitaria,1,Pregrado,2,Semestral,8,3981,3,Acreditación de alta calidad,8,POLITÓLOGO (A),1/03/2016,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1201,UNIVERSIDAD DE ANTIOQUIA,5,Antioquia,5001,Medellín,1,Oficial,4,Universidad,5,Antioquia,5,Antioquia,5266,Envigado,1,Activo,63,NA,4,Ciencias de la salud,1,Presencial,450,Salud pública,4,Formación técnica profesional,1,Pregrado,2,Semestral,3,NA,2,Registro calificado,7,TECNICO PROFESIONAL EN ATENCIÓN PREHOSPITALARIA,26/05/2015,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1101,UNIVERSIDAD NACIONAL DE COLOMBIA,11,Bogotá D.C.,11001,Bogotá D.C.,1,Oficial,4,Universidad,11,Bogotá D.C.,11,Bogotá D.C.,11001,Bogotá D.C.,1,Activo,139,15/01/2016,9,Matemáticas y ciencias naturales,1,Presencial,937,Matemáticas estadística y afines,6,Universitaria,1,Pregrado,2,Semestral,9,538,2,Registro calificado,7,CIENTÍFICO(A) DE LA COMPUTACIÓN,22/06/2017,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1201,UNIVERSIDAD DE ANTIOQUIA,5,Antioquia,5001,Medellín,1,Oficial,4,Universidad,5,Antioquia,5,Antioquia,5148,El Carmen de Viboral,1,Activo,63,NA,4,Ciencias de la salud,1,Presencial,450,Salud pública,4,Formación técnica profesional,1,Pregrado,2,Semestral,3,NA,2,Registro calificado,7,TÉCNICO PROFESIONAL EN ATENCIÓN PREHOSPITALARIA,26/05/2015,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1202,UNIVERSIDAD DEL ATLANTICO,8,Atlántico,8573,Puerto Colombia,1,Oficial,4,Universidad,8,Atlántico,8,Atlántico,8001,Barranquilla,1,Activo,24,NA,3,Ciencias de la educación,1,Presencial,313,Educación,1,Especialización universitaria,2,Posgrado,2,Semestral,2,NA,2,Registro calificado,7,ESPECIALISTA EN DIDACTICA DE LAS MATEMATICAS,21/03/2018,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1202,UNIVERSIDAD DEL ATLANTICO,8,Atlántico,8573,Puerto Colombia,1,Oficial,4,Universidad,8,Atlántico,8,Atlántico,8001,Barranquilla,2,Inactivo,24,NA,3,Ciencias de la educación,1,Presencial,313,Educación,1,Especialización universitaria,2,Posgrado,2,Semestral,2,NA,2,Registro calificado,7,ESPECIALISTA EN EDUCACION ARTISTICA,7/03/2003,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1202,UNIVERSIDAD DEL ATLANTICO,8,Atlántico,8573,Puerto Colombia,1,Oficial,4,Universidad,8,Atlántico,8,Atlántico,8001,Barranquilla,2,Inactivo,NA,NA,3,Ciencias de la educación,1,Presencial,313,Educación,1,Especialización universitaria,2,Posgrado,2,Semestral,3,NA,4,n/a,NA,ESPECIALISTA EN ENSEÑANZA DE LA HISTORIA,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1205,UNIVERSIDAD DE CARTAGENA,13,Bolívar,13001,Cartagena de Indias,1,Oficial,4,Universidad,13,Bolívar,13,Bolívar,13001,Cartagena de Indias,1,Activo,50,NA,Sin clasificar,Sin clasificar,1,Presencial,Sin clasificar,Sin clasificar,2,Maestría,2,Posgrado,1,Anual,2,NA,2,Registro calificado,7,MAGÍSTER EN EDUCACIÓN AMBIENTAL Y DESARROLLO LOCAL,24/11/2020,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1205,UNIVERSIDAD DE CARTAGENA,13,Bolívar,13001,Cartagena de Indias,1,Oficial,4,Universidad,13,Bolívar,13,Bolívar,13001,Cartagena de Indias,1,Activo,55,NA,5,Ciencias sociales y humanas,1,Presencial,569,Sociología trabajo social y afines,2,Maestría,2,Posgrado,2,Semestral,4,NA,2,Registro calificado,7,MAGISTER EN FAMILIAS Y GÉNERO,16/01/2017,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1101,UNIVERSIDAD NACIONAL DE COLOMBIA,11,Bogotá D.C.,11001,Bogotá D.C.,1,Oficial,4,Universidad,11,Bogotá D.C.,11,Bogotá D.C.,11001,Bogotá D.C.,1,Activo,158,12/06/2019,2,Bellas artes,1,Presencial,24,Artes plásticas visuales y afines,6,Universitaria,1,Pregrado,2,Semestral,10,6073,3,Acreditación de alta calidad,6,REALIZADOR(A) DE CINE Y TELEVISION,15/01/2016,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1205,UNIVERSIDAD DE CARTAGENA,13,Bolívar,13001,Cartagena de Indias,1,Oficial,4,Universidad,13,Bolívar,13,Bolívar,13001,Cartagena de Indias,1,Activo,53,NA,9,Matemáticas y ciencias naturales,1,Presencial,934,Biología microbiología y afines,2,Maestría,2,Posgrado,1,Anual,2,NA,2,Registro calificado,7,MAGISTER EN FARMACIA ASISTENCIAL,1/03/2018,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1205,UNIVERSIDAD DE CARTAGENA,13,Bolívar,13001,Cartagena de Indias,1,Oficial,4,Universidad,13,Bolívar,13,Bolívar,13001,Cartagena de Indias,1,Activo,60,NA,9,Matemáticas y ciencias naturales,1,Presencial,934,Biología microbiología y afines,2,Maestría,2,Posgrado,2,Semestral,4,NA,2,Registro calificado,7,MAGISTER EN FARMACOLOGIA,15/04/2015,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1206,UNIVERSIDAD DE NARIÑO,52,Nariño,52001,Pasto,1,Oficial,4,Universidad,52,Nariño,52,Nariño,52835,San Andrés de Tumaco,2,Inactivo,182,NA,8,Ingeniería arquitectura urbanismo y afines,1,Presencial,827,Ingeniería de sistemas telemática y afines,6,Universitaria,1,Pregrado,2,Semestral,10,NA,4,n/a,NA,INGENIERO DE SISTEMAS,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1206,UNIVERSIDAD DE NARIÑO,52,Nariño,52001,Pasto,1,Oficial,4,Universidad,52,Nariño,52,Nariño,52356,Ipiales,2,Inactivo,182,NA,8,Ingeniería arquitectura urbanismo y afines,1,Presencial,827,Ingeniería de sistemas telemática y afines,6,Universitaria,1,Pregrado,2,Semestral,10,NA,4,n/a,NA,INGENIERO DE SISTEMAS,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1101,UNIVERSIDAD NACIONAL DE COLOMBIA,11,Bogotá D.C.,11001,Bogotá D.C.,1,Oficial,4,Universidad,11,Bogotá D.C.,11,Bogotá D.C.,11001,Bogotá D.C.,1,Activo,167,17/10/2014,6,Economía administración contaduría y afines,1,Presencial,612,Contaduría pública,6,Universitaria,1,Pregrado,2,Semestral,10,17142,3,Acreditación de alta calidad,8,CONTADOR(A) PUBLICO(A),12/06/2019,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1101,UNIVERSIDAD NACIONAL DE COLOMBIA,11,Bogotá D.C.,11001,Bogotá D.C.,1,Oficial,4,Universidad,11,Bogotá D.C.,11,Bogotá D.C.,11001,Bogotá D.C.,1,Activo,180,10/08/2015,5,Ciencias sociales y humanas,1,Presencial,559,Derecho y afines,6,Universitaria,1,Pregrado,2,Semestral,10,12260,3,Acreditación de alta calidad,6,ABOGADO(A),17/10/2014,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1101,UNIVERSIDAD NACIONAL DE COLOMBIA,11,Bogotá D.C.,11001,Bogotá D.C.,1,Oficial,4,Universidad,11,Bogotá D.C.,11,Bogotá D.C.,11001,Bogotá D.C.,1,Activo,148,10/11/2017,2,Bellas artes,1,Presencial,27,Diseño,6,Universitaria,1,Pregrado,2,Semestral,9,24508,3,Acreditación de alta calidad,4,DISEÑADOR(A) GRAFICO,10/08/2015,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1101,UNIVERSIDAD NACIONAL DE COLOMBIA,11,Bogotá D.C.,11001,Bogotá D.C.,1,Oficial,4,Universidad,11,Bogotá D.C.,11,Bogotá D.C.,11001,Bogotá D.C.,1,Activo,169,6/08/2018,2,Bellas artes,1,Presencial,27,Diseño,6,Universitaria,1,Pregrado,2,Semestral,10,12768,3,Acreditación de alta calidad,6,DISEÑADOR(A) INDUSTRIAL,10/11/2017,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1101,UNIVERSIDAD NACIONAL DE COLOMBIA,11,Bogotá D.C.,11001,Bogotá D.C.,1,Oficial,4,Universidad,11,Bogotá D.C.,11,Bogotá D.C.,11001,Bogotá D.C.,1,Activo,135,31/01/2014,8,Ingeniería arquitectura urbanismo y afines,1,Presencial,827,Ingeniería de sistemas telemática y afines,3,Doctorado,2,Posgrado,2,Semestral,8,1257,3,Acreditación de alta calidad,8,DOCTOR EN  INGENIERIA,6/08/2018,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1101,UNIVERSIDAD NACIONAL DE COLOMBIA,11,Bogotá D.C.,11001,Bogotá D.C.,1,Oficial,4,Universidad,11,Bogotá D.C.,11,Bogotá D.C.,11001,Bogotá D.C.,1,Activo,135,21/03/2018,6,Economía administración contaduría y afines,1,Presencial,69,Administración,3,Doctorado,2,Posgrado,2,Semestral,8,4612,2,Registro calificado,7,DOCTOR(A) EN ADMINISTRACIÓN,19/06/2018,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1101,UNIVERSIDAD NACIONAL DE COLOMBIA,11,Bogotá D.C.,11001,Bogotá D.C.,1,Oficial,4,Universidad,11,Bogotá D.C.,11,Bogotá D.C.,11001,Bogotá D.C.,1,Activo,120,30/09/2015,1,Agronomía veterinaria y afines,1,Presencial,11,Agronomía,3,Doctorado,2,Posgrado,2,Semestral,8,16224,2,Registro calificado,7,DOCTOR EN AGROECOLOGÍA,24/07/2014,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1101,UNIVERSIDAD NACIONAL DE COLOMBIA,11,Bogotá D.C.,11001,Bogotá D.C.,1,Oficial,4,Universidad,11,Bogotá D.C.,11,Bogotá D.C.,11001,Bogotá D.C.,1,Activo,149,28/06/2019,5,Ciencias sociales y humanas,1,Presencial,553,Antropología y  artes liberales,3,Doctorado,2,Posgrado,2,Semestral,8,6749,2,Registro calificado,7,DOCTOR EN ANTROPOLOGIA,24/07/2014,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1101,UNIVERSIDAD NACIONAL DE COLOMBIA,11,Bogotá D.C.,11001,Bogotá D.C.,1,Oficial,4,Universidad,11,Bogotá D.C.,11,Bogotá D.C.,11001,Bogotá D.C.,1,Activo,140,1/03/2021,2,Bellas artes,1,Presencial,24,Artes plásticas visuales y afines,3,Doctorado,2,Posgrado,2,Semestral,8,3168,4,n/a,NA,DOCTOR EN ARTE Y ARQUITECTURA,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1112,UNIVERSIDAD DE CALDAS,17,Caldas,17001,Manizales,1,Oficial,4,Universidad,41,Huila,41,Huila,41001,Neiva,2,Inactivo,50,17/07/2020,3,Ciencias de la educación,1,Presencial,313,Educación,2,Maestría,2,Posgrado,2,Semestral,4,13186,4,n/a,NA,MAGISTER EN DIDACTICA DEL INGLES,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1101,UNIVERSIDAD NACIONAL DE COLOMBIA,11,Bogotá D.C.,11001,Bogotá D.C.,1,Oficial,4,Universidad,11,Bogotá D.C.,11,Bogotá D.C.,11001,Bogotá D.C.,1,Activo,150,25/07/2013,9,Matemáticas y ciencias naturales,1,Presencial,934,Biología microbiología y afines,3,Doctorado,2,Posgrado,2,Semestral,8,9601,4,n/a,NA,DOCTOR EN BIOTECNOLOGIA,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1206,UNIVERSIDAD DE NARIÑO,52,Nariño,52001,Pasto,1,Oficial,4,Universidad,52,Nariño,52,Nariño,52835,San Andrés de Tumaco,1,Activo,167,NA,8,Ingeniería arquitectura urbanismo y afines,1,Presencial,827,Ingeniería de sistemas telemática y afines,6,Universitaria,1,Pregrado,2,Semestral,10,NA,2,Registro calificado,7,INGENIERO DE SISTEMAS,10/07/2019,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1206,UNIVERSIDAD DE NARIÑO,52,Nariño,52001,Pasto,1,Oficial,4,Universidad,52,Nariño,52,Nariño,52001,Pasto,1,Activo,161,NA,8,Ingeniería arquitectura urbanismo y afines,1,Presencial,829,Ingeniería electrónica telecomunicaciones y afines,6,Universitaria,1,Pregrado,2,Semestral,10,NA,3,Acreditación de alta calidad,4,INGENIERO ELECTRONICO,10/12/2015,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1101,UNIVERSIDAD NACIONAL DE COLOMBIA,11,Bogotá D.C.,11001,Bogotá D.C.,1,Oficial,4,Universidad,11,Bogotá D.C.,11,Bogotá D.C.,11001,Bogotá D.C.,1,Activo,110,5/04/2013,8,Ingeniería arquitectura urbanismo y afines,1,Presencial,823,Ingeniería agroindustrial alimentos y afines,3,Doctorado,2,Posgrado,2,Semestral,8,3232,4,n/a,NA,DOCTOR EN CIENCIA Y TECNOLOGÍA DE ALIMENTOS,22/06/2017,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1101,UNIVERSIDAD NACIONAL DE COLOMBIA,11,Bogotá D.C.,11001,Bogotá D.C.,1,Oficial,4,Universidad,11,Bogotá D.C.,11,Bogotá D.C.,11001,Bogotá D.C.,1,Activo,150,30/09/2015,9,Matemáticas y ciencias naturales,1,Presencial,936,Geología otros programas de ciencias naturales,3,Doctorado,2,Posgrado,2,Semestral,8,16208,4,n/a,NA,DOCTOR EN CIENCIAS - ASTRONOMÍA,25/05/2018,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1206,UNIVERSIDAD DE NARIÑO,52,Nariño,52001,Pasto,1,Oficial,4,Universidad,52,Nariño,52,Nariño,52001,Pasto,1,Activo,180,NA,8,Ingeniería arquitectura urbanismo y afines,1,Presencial,822,Ingeniería agrícola forestal y afines,6,Universitaria,1,Pregrado,2,Semestral,10,NA,2,Registro calificado,7,INGENIERO EN PRODUCCION ACUICOLA,29/12/2017,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1101,UNIVERSIDAD NACIONAL DE COLOMBIA,11,Bogotá D.C.,11001,Bogotá D.C.,1,Oficial,4,Universidad,11,Bogotá D.C.,11,Bogotá D.C.,11001,Bogotá D.C.,1,Activo,150,16/01/2017,9,Matemáticas y ciencias naturales,1,Presencial,934,Biología microbiología y afines,3,Doctorado,2,Posgrado,2,Semestral,8,173,3,Acreditación de alta calidad,8,DOCTOR EN CIENCIAS - BIOLOGIA,31/01/2014,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
